Results of the Iris Flower Dataset

The data documents a total of 150 specimens crossing over 3 different species of iris.
Each specimen includes width and height measurements for both the petals and sepals (in cm).

Link to the dataset: https://archive.ics.uci.edu/ml/datasets/Iris
Author: R. A. Fisher

The neual network used to determine the species is a modified version of the code for a network given below.
I modified to used five nodes for the hidden layer.

Link: https://www.dummies.com/programming/python/how-to-build-a-simple-neural-network-in-python/
Author: Alan Shovic, John Shovic

An expected value of 0.0 maps to Iris setosa, 0.5 to Iris versicolor, and 1.0 to Iris virginica.

Expected versus Actual
0.0000	0.0027
0.0000	0.0059
0.0000	0.0031
0.0000	0.0052
0.0000	0.0022
0.0000	0.0073
0.0000	0.0042
0.0000	0.0037
0.0000	0.0056
0.0000	0.0035
0.0000	0.0027
0.0000	0.0041
0.0000	0.0033
0.0000	0.0015
0.0000	0.0013
0.0000	0.0025
0.0000	0.0035
0.0000	0.0045
0.0000	0.0060
0.0000	0.0032
0.0000	0.0065
0.0000	0.0063
0.0000	0.0009
0.0000	0.0320
0.0000	0.0073
0.0000	0.0092
0.0000	0.0128
0.0000	0.0034
0.0000	0.0033
0.0000	0.0056
0.0000	0.0070
0.0000	0.0125
0.0000	0.0009
0.0000	0.0012
0.0000	0.0035
0.0000	0.0030
0.0000	0.0027
0.0000	0.0035
0.0000	0.0038
0.0000	0.0039
0.0000	0.0035
0.0000	0.0256
0.0000	0.0027
0.0000	0.0292
0.0000	0.0114
0.0000	0.0097
0.0000	0.0024
0.0000	0.0036
0.0000	0.0026
0.0000	0.0036
0.5000	0.4761
0.5000	0.4869
0.5000	0.5054
0.5000	0.6377
0.5000	0.5465
0.5000	0.5646
0.5000	0.5215
0.5000	0.4266
0.5000	0.4854
0.5000	0.5848
0.5000	0.5262
0.5000	0.5104
0.5000	0.4794
0.5000	0.5615
0.5000	0.4416
0.5000	0.4715
0.5000	0.6310
0.5000	0.4505
0.5000	0.8187
0.5000	0.4724
0.5000	0.7938
0.5000	0.4673
0.5000	0.8028
0.5000	0.5147
0.5000	0.4726
0.5000	0.4780
0.5000	0.5176
0.5000	0.6441
0.5000	0.5777
0.5000	0.4226
0.5000	0.4795
0.5000	0.4503
0.5000	0.4621
0.5000	0.9249
0.5000	0.6882
0.5000	0.5048
0.5000	0.4989
0.5000	0.5777
0.5000	0.4727
0.5000	0.5646
0.5000	0.5878
0.5000	0.5218
0.5000	0.4806
0.5000	0.4360
0.5000	0.5395
0.5000	0.4615
0.5000	0.4910
0.5000	0.4772
0.5000	0.4050
0.5000	0.4931
1.0000	0.9927
1.0000	0.9860
1.0000	0.9797
1.0000	0.9737
1.0000	0.9906
1.0000	0.9874
1.0000	0.9850
1.0000	0.9650
1.0000	0.9863
1.0000	0.9855
1.0000	0.8698
1.0000	0.9768
1.0000	0.9717
1.0000	0.9908
1.0000	0.9924
1.0000	0.9839
1.0000	0.9304
1.0000	0.9384
1.0000	0.9932
1.0000	0.9660
1.0000	0.9837
1.0000	0.9866
1.0000	0.9883
1.0000	0.9149
1.0000	0.9659
1.0000	0.8463
1.0000	0.8783
1.0000	0.8596
1.0000	0.9900
1.0000	0.7127
1.0000	0.9680
1.0000	0.6653
1.0000	0.9913
1.0000	0.7395
1.0000	0.9485
1.0000	0.9833
1.0000	0.9895
1.0000	0.9229
1.0000	0.8532
1.0000	0.9390
1.0000	0.9899
1.0000	0.9530
1.0000	0.9860
1.0000	0.9889
1.0000	0.9904
1.0000	0.9807
1.0000	0.9779
1.0000	0.9465
1.0000	0.9844
1.0000	0.9453

Final weights for first layer

-2.06202189185995 -2.2947024227819033 -6.138662429119534 -14.942008654716728 -0.8709933179095962
0.9182951790149075 1.9402957237972462 -6.829700969412554 -11.994542896071772 4.503768254076529
-4.281302308501858 -3.001119242427085 0.6192002266302539 15.608574815129584 -7.233075940090487
-7.258206207534615 -1.3165594892994439 -0.1393027601363459 11.305278978227264 -7.420557249030602

Final weights for second layer

-3.337262017365838
-3.7501832076250583
6.174960500199559
5.059577846416698
-5.872193718549598

